unidade,categoria,ano_mes,faturamento_categoria,percentual_perda,valor_perda,meta_percentual
U010,Congelados,2023-07,187494.36,2.58,4837.35,2.0
U010,Congelados,2023-08,176816.08,2.77,4897.81,2.0
U010,Congelados,2023-09,162964.32,2.72,4432.63,2.0
U010,Congelados,2023-10,163905.3,2.45,4015.68,2.0
U010,Congelados,2023-11,177562.78,2.86,5078.3,2.0
U010,Congelados,2023-12,150238.78,2.36,3545.64,2.0
U010,Congelados,2024-01,181774.8,2.26,4108.11,2.0
U010,Congelados,2024-02,179708.54,2.31,4151.27,2.0
U010,Congelados,2024-03,151922.26,2.48,3767.67,2.0
U010,Congelados,2024-04,147849.69,2.31,3415.33,2.0
U010,Congelados,2024-05,155182.6,2.31,3584.72,2.0
U010,Congelados,2024-06,194967.79,1.89,3684.89,2.0
U010,Congelados,2024-07,157244.59,1.86,2924.75,2.0
U010,Congelados,2024-08,177098.14,2.08,3683.64,2.0
U010,Congelados,2024-09,165995.41,1.99,3303.31,2.0
U010,Congelados,2024-10,194868.88,1.7,3312.77,2.0
U010,Congelados,2024-11,196554.04,1.62,3184.18,2.0
U010,Congelados,2024-12,188432.24,1.39,2619.21,2.0
U010,Congelados,2025-01,172827.08,1.31,2264.03,2.0
U010,Congelados,2025-02,154732.11,1.17,1810.37,2.0
U010,Congelados,2025-03,169092.21,1.47,2485.66,2.0
U010,Congelados,2025-04,158613.19,1.33,2109.56,2.0
U010,Congelados,2025-05,150903.8,1.08,1629.76,2.0
U010,Congelados,2025-06,190058.7,1.07,2033.63,2.0
U011,Hortifruti,2023-06,165086.8,9.04,14923.85,2.0
U011,Hortifruti,2023-07,191681.18,9.88,18938.1,2.0
U011,Hortifruti,2023-08,149617.86,8.94,13375.84,2.0
U011,Hortifruti,2023-09,168553.56,8.58,14461.9,2.0
U011,Hortifruti,2023-10,164322.25,9.13,15002.62,2.0
U011,Hortifruti,2023-11,178213.24,8.16,14542.2,2.0
U011,Hortifruti,2023-12,172569.32,7.26,12528.53,2.0
U011,Hortifruti,2024-01,192369.57,7.68,14773.98,2.0
U011,Hortifruti,2024-02,164420.02,7.05,11591.61,2.0
U011,Hortifruti,2024-03,148644.66,7.78,11564.55,2.0
U011,Hortifruti,2024-04,180867.44,7.22,13058.63,2.0
U011,Hortifruti,2024-05,168740.59,6.43,10850.02,2.0
U011,Hortifruti,2024-06,191542.76,6.53,12507.74,2.0
U011,Hortifruti,2024-07,184276.31,6.23,11480.41,2.0
U011,Hortifruti,2024-08,162438.63,4.81,7813.3,2.0
U011,Hortifruti,2024-09,194724.46,4.76,9268.88,2.0
U011,Hortifruti,2024-10,153147.07,5.7,8729.38,2.0
U011,Hortifruti,2024-11,175376.55,4.98,8733.75,2.0
U011,Hortifruti,2024-12,165885.56,3.99,6618.83,2.0
U011,Hortifruti,2025-01,178705.51,4.69,8381.29,2.0
U011,Hortifruti,2025-02,184926.11,3.85,7119.66,2.0
U011,Hortifruti,2025-03,173706.22,3.64,6322.91,2.0
U011,Hortifruti,2025-04,196019.19,3.55,6958.68,2.0
U011,Hortifruti,2025-05,187109.33,3.55,6642.38,2.0
U011,Hortifruti,2025-06,165282.14,3.32,5487.37,2.0
U011,Açougue,2023-06,182213.1,7.4,13483.77,2.0
U011,Açougue,2023-07,159984.72,6.69,10702.98,2.0
U011,Açougue,2023-08,175294.1,5.52,9676.23,2.0
U011,Açougue,2023-09,186531.13,6.56,12236.44,2.0
U011,Açougue,2023-10,152908.37,5.53,8455.83,2.0
U011,Açougue,2023-11,190837.4,5.65,10782.31,2.0
U011,Açougue,2023-12,183686.29,4.89,8982.26,2.0
U011,Açougue,2024-01,161758.55,4.75,7683.53,2.0
U011,Açougue,2024-02,161021.09,4.41,7101.03,2.0
U011,Açougue,2024-03,195441.9,4.74,9263.95,2.0
U011,Açougue,2024-04,155338.93,5.4,8388.3,2.0
U011,Açougue,2024-05,194248.58,4.3,8352.69,2.0
U011,Açougue,2024-06,162217.66,3.99,6472.48,2.0
U011,Açougue,2024-07,151290.58,4.13,6248.3,2.0
U011,Açougue,2024-08,165975.65,3.75,6224.09,2.0
U011,Açougue,2024-09,195270.75,3.73,7283.6,2.0
U011,Açougue,2024-10,156204.41,3.43,5357.81,2.0
U011,Açougue,2024-11,168869.41,3.94,6653.45,2.0
U011,Açougue,2024-12,178480.05,3.67,6550.22,2.0
U011,Açougue,2025-01,161901.76,3.42,5537.04,2.0
U011,Açougue,2025-02,184649.69,2.67,4930.15,2.0
U011,Açougue,2025-03,174449.74,2.78,4849.7,2.0
U011,Açougue,2025-04,184421.06,2.76,5090.02,2.0
U011,Açougue,2025-05,164369.56,2.29,3764.06,2.0
U011,Açougue,2025-06,172937.66,2.56,4427.2,2.0
U011,Padaria,2023-06,178124.3,7.02,12504.33,2.0
U011,Padaria,2023-07,185384.38,6.77,12550.52,2.0
U011,Padaria,2023-08,188227.52,6.12,11519.52,2.0
U011,Padaria,2023-09,163902.22,7.03,11522.33,2.0
U011,Padaria,2023-10,159369.69,7.57,12064.29,2.0
U011,Padaria,2023-11,149307.47,5.99,8943.52,2.0
U011,Padaria,2023-12,184477.83,6.37,11751.24,2.0
U011,Padaria,2024-01,166940.6,6.4,10684.2,2.0
U011,Padaria,2024-02,151436.96,6.42,9722.25,2.0
U011,Padaria,2024-03,178874.01,5.34,9551.87,2.0
U011,Padaria,2024-04,178315.35,6.24,11126.88,2.0
U011,Padaria,2024-05,185551.37,5.57,10335.21,2.0
U011,Padaria,2024-06,194075.34,4.9,9509.69,2.0
U011,Padaria,2024-07,163289.72,5.21,8507.39,2.0
U011,Padaria,2024-08,187151.96,4.51,8440.55,2.0
U011,Padaria,2024-09,155266.41,4.25,6598.82,2.0
U011,Padaria,2024-10,173063.58,4.72,8168.6,2.0
U011,Padaria,2024-11,180141.11,4.07,7331.74,2.0
U011,Padaria,2024-12,152583.34,4.31,6576.34,2.0
U011,Padaria,2025-01,149106.0,3.46,5159.07,2.0
U011,Padaria,2025-02,171538.38,3.35,5746.54,2.0
U011,Padaria,2025-03,180058.91,3.58,6446.11,2.0
U011,Padaria,2025-04,166475.0,3.1,5160.73,2.0
U011,Padaria,2025-05,159796.08,2.89,4618.11,2.0
U011,Padaria,2025-06,186264.34,2.9,5401.67,2.0
U011,Frios e Laticínios,2023-06,153488.03,6.61,10145.56,2.0
U011,Frios e Laticínios,2023-07,184497.34,6.14,11328.14,2.0
U011,Frios e Laticínios,2023-08,191914.47,5.68,10900.74,2.0
U011,Frios e Laticínios,2023-09,183926.17,6.17,11348.24,2.0
U011,Frios e Laticínios,2023-10,179083.36,5.87,10512.19,2.0
U011,Frios e Laticínios,2023-11,152465.77,5.78,8812.52,2.0
U011,Frios e Laticínios,2023-12,181908.53,5.33,9695.72,2.0
U011,Frios e Laticínios,2024-01,159861.12,5.03,8041.01,2.0
U011,Frios e Laticínios,2024-02,176743.86,4.09,7228.82,2.0
U011,Frios e Laticínios,2024-03,159755.74,4.98,7955.84,2.0
U011,Frios e Laticínios,2024-04,157227.44,4.0,6289.1,2.0
U011,Frios e Laticínios,2024-05,180480.48,3.7,6677.78,2.0
U011,Frios e Laticínios,2024-06,186965.74,4.63,8656.51,2.0
U011,Frios e Laticínios,2024-07,181685.28,3.72,6758.69,2.0
U011,Frios e Laticínios,2024-08,188842.05,3.25,6137.37,2.0
U011,Frios e Laticínios,2024-09,145890.65,3.38,4931.1,2.0
U011,Frios e Laticínios,2024-10,152850.6,3.53,5395.63,2.0
U011,Frios e Laticínios,2024-11,148753.73,3.02,4492.36,2.0
U011,Frios e Laticínios,2024-12,174252.6,3.02,5262.43,2.0
U011,Frios e Laticínios,2025-01,147751.13,3.18,4698.49,2.0
U011,Frios e Laticínios,2025-02,151399.49,3.02,4572.26,2.0
U011,Frios e Laticínios,2025-03,178085.96,2.37,4220.64,2.0
U011,Frios e Laticínios,2025-04,162739.01,2.31,3759.27,2.0
U011,Frios e Laticínios,2025-05,156918.54,2.31,3624.82,2.0
U011,Frios e Laticínios,2025-06,156461.98,2.28,3567.33,2.0
U011,Mercearia,2023-06,187306.02,2.2,4120.73,2.0
U011,Mercearia,2023-07,147282.37,1.97,2901.46,2.0
U011,Mercearia,2023-08,147173.44,2.05,3017.06,2.0
U011,Mercearia,2023-09,167515.47,1.84,3082.28,2.0
U011,Mercearia,2023-10,178114.81,1.55,2760.78,2.0
U011,Mercearia,2023-11,175795.88,1.85,3252.22,2.0
U011,Mercearia,2023-12,172050.16,1.62,2787.21,2.0
U011,Mercearia,2024-01,157351.61,1.66,2612.04,2.0
U011,Mercearia,2024-02,196921.36,1.74,3426.43,2.0
U011,Mercearia,2024-03,195154.66,1.65,3220.05,2.0
U011,Mercearia,2024-04,196435.84,1.38,2710.81,2.0
U011,Mercearia,2024-05,170290.81,1.22,2077.55,2.0
U011,Mercearia,2024-06,169061.27,1.2,2028.74,2.0
U011,Mercearia,2024-07,182146.89,1.37,2495.41,2.0
U011,Mercearia,2024-08,163286.39,1.22,1992.09,2.0
U011,Mercearia,2024-09,166433.69,1.08,1797.48,2.0
U011,Mercearia,2024-10,155702.12,1.06,1650.44,2.0
U011,Mercearia,2024-11,172262.19,1.16,1998.24,2.0
U011,Mercearia,2024-12,155881.92,1.01,1574.41,2.0
U011,Mercearia,2025-01,155831.96,1.03,1605.07,2.0
U011,Mercearia,2025-02,174528.04,0.85,1483.49,2.0
U011,Mercearia,2025-03,195755.03,0.91,1781.37,2.0
U011,Mercearia,2025-04,194484.26,0.87,1692.01,2.0
U011,Mercearia,2025-05,182873.13,0.85,1554.42,2.0
U011,Mercearia,2025-06,148940.37,0.75,1117.05,2.0
U011,Bebidas,2023-06,146383.55,1.37,2005.45,2.0
U011,Bebidas,2023-07,182845.0,1.62,2962.09,2.0
U011,Bebidas,2023-08,159280.7,1.47,2341.43,2.0
U011,Bebidas,2023-09,154130.43,1.32,2034.52,2.0
U011,Bebidas,2023-10,196704.09,1.39,2734.19,2.0
U011,Bebidas,2023-11,147989.57,1.22,1805.47,2.0
U011,Bebidas,2023-12,163984.83,1.13,1853.03,2.0
U011,Bebidas,2024-01,187087.78,1.36,2544.39,2.0
U011,Bebidas,2024-02,150967.79,1.16,1751.23,2.0
U011,Bebidas,2024-03,153627.89,1.0,1536.28,2.0
U011,Bebidas,2024-04,169950.63,1.18,2005.42,2.0
U011,Bebidas,2024-05,192602.86,1.21,2330.49,2.0
U011,Bebidas,2024-06,170206.75,1.1,1872.27,2.0
U011,Bebidas,2024-07,152313.23,1.07,1629.75,2.0
U011,Bebidas,2024-08,174689.97,0.82,1432.46,2.0
U011,Bebidas,2024-09,156477.73,0.89,1392.65,2.0
U011,Bebidas,2024-10,146805.52,0.79,1159.76,2.0
U011,Bebidas,2024-11,182239.62,0.91,1658.38,2.0
U011,Bebidas,2024-12,196142.65,0.87,1706.44,2.0
U011,Bebidas,2025-01,183381.07,0.71,1302.01,2.0
U011,Bebidas,2025-02,187467.56,0.66,1237.29,2.0
U011,Bebidas,2025-03,152596.95,0.71,1083.44,2.0
U011,Bebidas,2025-04,156721.48,0.52,814.95,2.0
U011,Bebidas,2025-05,165200.94,0.58,958.17,2.0
U011,Bebidas,2025-06,188416.04,0.45,847.87,2.0
U011,Congelados,2023-06,169562.33,3.26,5527.73,2.0
U011,Congelados,2023-07,191435.36,2.52,4824.17,2.0
U011,Congelados,2023-08,149364.71,2.87,4286.77,2.0
U011,Congelados,2023-09,177835.59,2.61,4641.51,2.0
U011,Congelados,2023-10,170632.87,2.98,5084.86,2.0
U011,Congelados,2023-11,156294.18,2.7,4219.94,2.0
U011,Congelados,2023-12,192298.05,2.32,4461.31,2.0
U011,Congelados,2024-01,151063.79,2.35,3550.0,2.0
U011,Congelados,2024-02,152206.69,2.41,3668.18,2.0
U011,Congelados,2024-03,169186.66,2.06,3485.25,2.0
U011,Congelados,2024-04,178442.33,2.24,3997.11,2.0
U011,Congelados,2024-05,168323.8,2.24,3770.45,2.0
U011,Congelados,2024-06,182973.13,1.76,3220.33,2.0
U011,Congelados,2024-07,169919.59,1.68,2854.65,2.0
U011,Congelados,2024-08,180320.35,1.81,3263.8,2.0
U011,Congelados,2024-09,158046.3,1.9,3002.88,2.0
U011,Congelados,2024-10,181304.51,1.78,3227.22,2.0
U011,Congelados,2024-11,153005.62,1.61,2463.39,2.0
U011,Congelados,2024-12,176523.69,1.73,3053.86,2.0
U011,Congelados,2025-01,157985.2,1.27,2006.41,2.0
U011,Congelados,2025-02,157476.98,1.58,2488.14,2.0
U011,Congelados,2025-03,186242.74,1.25,2328.03,2.0
U011,Congelados,2025-04,178314.75,1.33,2371.59,2.0
U011,Congelados,2025-05,147683.52,1.21,1786.97,2.0
U011,Congelados,2025-06,195916.3,0.92,1802.43,2.0
U012,Hortifruti,2023-06,369179.86,9.82,36253.46,2.0
U012,Hortifruti,2023-07,395200.82,7.57,29916.7,2.0
U012,Hortifruti,2023-08,392518.67,9.61,37721.04,2.0
U012,Hortifruti,2023-09,483902.74,8.7,42099.54,2.0
U012,Hortifruti,2023-10,482478.8,8.36,40335.23,2.0
U012,Hortifruti,2023-11,384010.16,7.23,27763.93,2.0
U012,Hortifruti,2023-12,461629.78,6.45,29775.12,2.0
U012,Hortifruti,2024-01,489405.37,6.43,31468.77,2.0
U012,Hortifruti,2024-02,388320.54,7.49,29085.21,2.0
U012,Hortifruti,2024-03,385219.37,7.43,28621.8,2.0
U012,Hortifruti,2024-04,377888.01,6.59,24902.82,2.0
U012,Hortifruti,2024-05,478671.33,6.86,32836.85,2.0
U012,Hortifruti,2024-06,364576.6,6.83,24900.58,2.0
U012,Hortifruti,2024-07,435757.89,6.45,28106.38,2.0
U012,Hortifruti,2024-08,428889.66,6.13,26290.94,2.0
U012,Hortifruti,2024-09,440729.19,5.54,24416.4,2.0
U012,Hortifruti,2024-10,374265.63,5.56,20809.17,2.0
U012,Hortifruti,2024-11,434417.66,4.21,18288.98,2.0
U012,Hortifruti,2024-12,415323.28,4.32,17941.97,2.0
U012,Hortifruti,2025-01,460070.96,3.72,17114.64,2.0
U012,Hortifruti,2025-02,470956.69,3.54,16671.87,2.0
U012,Hortifruti,2025-03,423169.62,4.24,17942.39,2.0
U012,Hortifruti,2025-04,447864.63,3.23,14466.03,2.0
U012,Hortifruti,2025-05,419449.01,3.1,13002.92,2.0
U012,Hortifruti,2025-06,489830.01,2.78,13617.27,2.0
U012,Açougue,2023-06,409610.73,6.59,26993.35,2.0
U012,Açougue,2023-07,458165.14,5.55,25428.17,2.0
U012,Açougue,2023-08,473355.9,6.79,32140.87,2.0
U012,Açougue,2023-09,411546.95,5.26,21647.37,2.0
U012,Açougue,2023-10,462311.23,5.45,25195.96,2.0
U012,Açougue,2023-11,442254.93,5.03,22245.42,2.0
U012,Açougue,2023-12,463130.16,6.23,28853.01,2.0
U012,Açougue,2024-01,373927.98,4.49,16789.37,2.0
U012,Açougue,2024-02,453316.61,4.5,20399.25,2.0
U012,Açougue,2024-03,431158.93,5.06,21816.64,2.0
U012,Açougue,2024-04,416664.82,4.68,19499.91,2.0
U012,Açougue,2024-05,447674.23,4.72,21130.22,2.0
U012,Açougue,2024-06,458488.45,4.94,22649.33,2.0
U012,Açougue,2024-07,481654.81,4.59,22107.96,2.0
U012,Açougue,2024-08,456429.1,4.44,20265.45,2.0
U012,Açougue,2024-09,451825.23,3.32,15000.6,2.0
U012,Açougue,2024-10,419670.89,4.07,17080.61,2.0
U012,Açougue,2024-11,387404.34,3.91,15147.51,2.0
U012,Açougue,2024-12,421080.72,3.77,15874.74,2.0
U012,Açougue,2025-01,396768.82,3.35,13291.76,2.0
U012,Açougue,2025-02,409090.76,2.8,11454.54,2.0
U012,Açougue,2025-03,376463.64,2.66,10013.93,2.0
U012,Açougue,2025-04,490398.14,2.58,12652.27,2.0
U012,Açougue,2025-05,484140.22,2.56,12393.99,2.0
U012,Açougue,2025-06,471877.33,2.45,11560.99,2.0
U012,Padaria,2023-06,461060.75,8.61,39697.33,2.0
U012,Padaria,2023-07,396396.09,6.8,26954.93,2.0
U012,Padaria,2023-08,366976.15,6.91,25358.05,2.0
U012,Padaria,2023-09,478236.39,6.33,30272.36,2.0
U012,Padaria,2023-10,406548.18,7.53,30613.08,2.0
U012,Padaria,2023-11,463923.73,7.01,32521.05,2.0
U012,Padaria,2023-12,466448.45,7.02,32744.68,2.0
U012,Padaria,2024-01,377766.95,6.14,23194.89,2.0
U012,Padaria,2024-02,404614.81,6.45,26097.66,2.0
U012,Padaria,2024-03,411487.58,5.89,24236.62,2.0
U012,Padaria,2024-04,488439.96,5.53,27010.73,2.0
U012,Padaria,2024-05,432546.65,4.73,20459.46,2.0
U012,Padaria,2024-06,433509.43,5.29,22932.65,2.0
U012,Padaria,2024-07,416679.03,5.5,22917.35,2.0
U012,Padaria,2024-08,452973.78,5.23,23690.53,2.0
U012,Padaria,2024-09,375810.86,5.08,19091.19,2.0
U012,Padaria,2024-10,401235.75,3.88,15567.95,2.0
U012,Padaria,2024-11,366038.39,4.54,16618.14,2.0
U012,Padaria,2024-12,456318.14,3.57,16290.56,2.0
U012,Padaria,2025-01,386950.1,4.18,16174.51,2.0
U012,Padaria,2025-02,452598.72,3.37,15252.58,2.0
U012,Padaria,2025-03,460203.29,3.42,15738.95,2.0
U012,Padaria,2025-04,396234.39,3.26,12917.24,2.0
U012,Padaria,2025-05,367844.13,2.62,9637.52,2.0
U012,Padaria,2025-06,391184.89,2.78,10874.94,2.0
U012,Frios e Laticínios,2023-06,488268.76,5.57,27196.57,2.0
U012,Frios e Laticínios,2023-07,440288.17,6.09,26813.55,2.0
U012,Frios e Laticínios,2023-08,441153.23,5.94,26204.5,2.0
U012,Frios e Laticínios,2023-09,403358.6,5.83,23515.81,2.0
U012,Frios e Laticínios,2023-10,372888.64,4.65,17339.32,2.0
U012,Frios e Laticínios,2023-11,410764.41,4.43,18196.86,2.0
U012,Frios e Laticínios,2023-12,378796.63,4.49,17007.97,2.0
U012,Frios e Laticínios,2024-01,488941.23,4.85,23713.65,2.0
U012,Frios e Laticínios,2024-02,399444.12,4.96,19812.43,2.0
U012,Frios e Laticínios,2024-03,387157.48,4.9,18970.72,2.0
U012,Frios e Laticínios,2024-04,403264.04,3.85,15525.67,2.0
U012,Frios e Laticínios,2024-05,452938.27,4.1,18570.47,2.0
U012,Frios e Laticínios,2024-06,457925.93,3.98,18225.45,2.0
U012,Frios e Laticínios,2024-07,484154.05,3.41,16509.65,2.0
U012,Frios e Laticínios,2024-08,471293.95,3.55,16730.94,2.0
U012,Frios e Laticínios,2024-09,470840.85,3.06,14407.73,2.0
U012,Frios e Laticínios,2024-10,474215.91,3.12,14795.54,2.0
U012,Frios e Laticínios,2024-11,450521.15,3.53,15903.4,2.0
U012,Frios e Laticínios,2024-12,365546.4,2.87,10491.18,2.0
U012,Frios e Laticínios,2025-01,480628.36,2.64,12688.59,2.0
U012,Frios e Laticínios,2025-02,449046.11,2.47,11091.44,2.0
U012,Frios e Laticínios,2025-03,449299.75,2.66,11951.37,2.0
U012,Frios e Laticínios,2025-04,382756.21,2.19,8382.36,2.0
U012,Frios e Laticínios,2025-05,490633.06,1.99,9763.6,2.0
U012,Frios e Laticínios,2025-06,448143.58,2.03,9097.31,2.0
U012,Mercearia,2023-06,392990.42,2.04,8017.0,2.0
U012,Mercearia,2023-07,366190.9,1.69,6188.63,2.0
U012,Mercearia,2023-08,381008.98,2.09,7963.09,2.0
U012,Mercearia,2023-09,411038.57,2.09,8590.71,2.0
U012,Mercearia,2023-10,382074.84,1.9,7259.42,2.0
U012,Mercearia,2023-11,396640.2,1.88,7456.84,2.0
U012,Mercearia,2023-12,431534.95,1.61,6947.71,2.0
U012,Mercearia,2024-01,396209.0,1.43,5665.79,2.0
U012,Mercearia,2024-02,400964.51,1.71,6856.49,2.0
U012,Mercearia,2024-03,462615.59,1.46,6754.19,2.0
U012,Mercearia,2024-04,389219.48,1.34,5215.54,2.0
U012,Mercearia,2024-05,413680.32,1.29,5336.48,2.0
U012,Mercearia,2024-06,446754.68,1.3,5807.81,2.0
U012,Mercearia,2024-07,476099.19,1.28,6094.07,2.0
U012,Mercearia,2024-08,449610.31,1.07,4810.83,2.0
U012,Mercearia,2024-09,394475.97,1.31,5167.64,2.0
U012,Mercearia,2024-10,420644.29,0.97,4080.25,2.0
U012,Mercearia,2024-11,423422.56,0.95,4022.51,2.0
U012,Mercearia,2024-12,376337.19,1.09,4102.08,2.0
U012,Mercearia,2025-01,425938.36,0.86,3663.07,2.0
U012,Mercearia,2025-02,393953.13,0.83,3269.81,2.0
U012,Mercearia,2025-03,379497.06,0.85,3225.73,2.0
U012,Mercearia,2025-04,410718.18,0.7,2875.03,2.0
U012,Mercearia,2025-05,484704.21,0.75,3635.28,2.0
U012,Mercearia,2025-06,373480.74,0.71,2651.71,2.0
U012,Bebidas,2023-06,459971.39,1.38,6347.61,2.0
U012,Bebidas,2023-07,476170.63,1.49,7094.94,2.0
U012,Bebidas,2023-08,474589.95,1.62,7688.36,2.0
U012,Bebidas,2023-09,485617.76,1.22,5924.54,2.0
U012,Bebidas,2023-10,395109.09,1.35,5333.97,2.0
U012,Bebidas,2023-11,475456.74,1.17,5562.84,2.0
U012,Bebidas,2023-12,374967.42,1.15,4312.13,2.0
U012,Bebidas,2024-01,483097.8,1.13,5459.01,2.0
U012,Bebidas,2024-02,458313.35,1.16,5316.43,2.0
U012,Bebidas,2024-03,422530.43,0.99,4183.05,2.0
U012,Bebidas,2024-04,390685.68,1.03,4024.06,2.0
U012,Bebidas,2024-05,410730.27,1.1,4518.03,2.0
U012,Bebidas,2024-06,490823.46,0.9,4417.41,2.0
U012,Bebidas,2024-07,387425.07,0.97,3758.02,2.0
U012,Bebidas,2024-08,448239.2,0.79,3541.09,2.0
U012,Bebidas,2024-09,367432.19,0.89,3270.15,2.0
U012,Bebidas,2024-10,459487.37,0.84,3859.69,2.0
U012,Bebidas,2024-11,394382.65,0.82,3233.94,2.0
U012,Bebidas,2024-12,442062.23,0.77,3403.88,2.0
U012,Bebidas,2025-01,382933.2,0.76,2910.29,2.0
U012,Bebidas,2025-02,485860.06,0.75,3643.95,2.0
U012,Bebidas,2025-03,474512.15,0.69,3274.13,2.0
U012,Bebidas,2025-04,480349.64,0.58,2786.03,2.0
U012,Bebidas,2025-05,393457.25,0.51,2006.63,2.0
U012,Bebidas,2025-06,480204.2,0.54,2593.1,2.0
U012,Congelados,2023-06,392181.59,2.62,10275.16,2.0
U012,Congelados,2023-07,420730.57,2.51,10560.34,2.0
U012,Congelados,2023-08,388911.11,2.53,9839.45,2.0
U012,Congelados,2023-09,439281.81,2.96,13002.74,2.0
U012,Congelados,2023-10,415970.4,3.03,12603.9,2.0
U012,Congelados,2023-11,365907.08,2.73,9989.26,2.0
U012,Congelados,2023-12,394255.82,2.85,11236.29,2.0
U012,Congelados,2024-01,430069.66,2.41,10364.68,2.0
U012,Congelados,2024-02,427556.16,2.67,11415.75,2.0
U012,Congelados,2024-03,444156.89,2.6,11548.08,2.0
U012,Congelados,2024-04,471503.95,2.0,9430.08,2.0
U012,Congelados,2024-05,492803.37,1.92,9461.82,2.0
U012,Congelados,2024-06,393379.16,2.0,7867.58,2.0
U012,Congelados,2024-07,405657.9,2.21,8965.04,2.0
U012,Congelados,2024-08,408406.85,1.81,7392.16,2.0
U012,Congelados,2024-09,367237.04,1.87,6867.33,2.0
U012,Congelados,2024-10,385124.19,1.64,6316.04,2.0
U012,Congelados,2024-11,364306.01,1.78,6484.65,2.0
U012,Congelados,2024-12,397437.5,1.59,6319.26,2.0
U012,Congelados,2025-01,436526.68,1.44,6285.98,2.0
U012,Congelados,2025-02,381988.55,1.46,5577.03,2.0
U012,Congelados,2025-03,379783.18,1.19,4519.42,2.0
U012,Congelados,2025-04,383462.04,1.38,5291.78,2.0
U012,Congelados,2025-05,431426.48,1.01,4357.41,2.0
U012,Congelados,2025-06,478267.65,1.08,5165.29,2.0
U013,Hortifruti,2023-06,394411.31,7.8,30764.08,2.0
U013,Hortifruti,2023-07,439575.7,7.88,34638.57,2.0
U013,Hortifruti,2023-08,416862.43,8.39,34974.76,2.0
U013,Hortifruti,2023-09,449362.04,9.23,41476.12,2.0
U013,Hortifruti,2023-10,487319.88,8.89,43322.74,2.0
U013,Hortifruti,2023-11,485402.09,7.24,35143.11,2.0
U013,Hortifruti,2023-12,370918.8,7.33,27188.35,2.0
U013,Hortifruti,2024-01,377670.48,8.2,30968.98,2.0
U013,Hortifruti,2024-02,401525.03,6.03,24211.96,2.0
U013,Hortifruti,2024-03,488600.59,6.38,31172.72,2.0
U013,Hortifruti,2024-04,418296.87,7.29,30493.84,2.0
U013,Hortifruti,2024-05,473419.09,6.37,30156.8,2.0
U013,Hortifruti,2024-06,448295.99,6.63,29722.02,2.0
U013,Hortifruti,2024-07,379276.66,5.85,22187.68,2.0
U013,Hortifruti,2024-08,448901.45,5.16,23163.31,2.0
U013,Hortifruti,2024-09,467279.69,5.48,25606.93,2.0
U013,Hortifruti,2024-10,488019.67,5.71,27865.92,2.0
U013,Hortifruti,2024-11,374059.93,4.41,16496.04,2.0
U013,Hortifruti,2024-12,437611.93,5.16,22580.78,2.0
U013,Hortifruti,2025-01,453269.95,3.95,17904.16,2.0
U013,Hortifruti,2025-02,394700.12,3.82,15077.54,2.0
U013,Hortifruti,2025-03,431639.72,3.73,16100.16,2.0
U013,Hortifruti,2025-04,373726.1,3.83,14313.71,2.0
U013,Hortifruti,2025-05,444546.51,3.64,16181.49,2.0
U013,Hortifruti,2025-06,450699.74,3.12,14061.83,2.0
U013,Açougue,2023-06,365521.34,7.08,25878.91,2.0
U013,Açougue,2023-07,451449.2,6.28,28351.01,2.0
U013,Açougue,2023-08,447537.98,6.53,29224.23,2.0
U013,Açougue,2023-09,487519.96,5.4,26326.08,2.0
U013,Açougue,2023-10,394230.84,6.29,24797.12,2.0
U013,Açougue,2023-11,487444.95,5.5,26809.47,2.0
U013,Açougue,2023-12,416886.63,4.97,20719.27,2.0
U013,Açougue,2024-01,480011.69,6.0,28800.7,2.0
U013,Açougue,2024-02,458820.12,4.68,21472.78,2.0
U013,Açougue,2024-03,449571.81,4.71,21174.83,2.0
U013,Açougue,2024-04,380686.79,5.12,19491.16,2.0
U013,Açougue,2024-05,391921.26,4.18,16382.31,2.0
U013,Açougue,2024-06,368871.91,4.08,15049.97,2.0
U013,Açougue,2024-07,416503.64,3.75,15618.89,2.0
U013,Açougue,2024-08,374287.78,3.94,14746.94,2.0
U013,Açougue,2024-09,485448.81,3.95,19175.23,2.0
U013,Açougue,2024-10,410016.13,3.77,15457.61,2.0
U013,Açougue,2024-11,420499.6,3.72,15642.59,2.0
U013,Açougue,2024-12,426219.11,3.01,12829.2,2.0
U013,Açougue,2025-01,451195.22,2.7,12182.27,2.0
U013,Açougue,2025-02,411819.41,2.68,11036.76,2.0
U013,Açougue,2025-03,462871.47,3.19,14765.6,2.0
U013,Açougue,2025-04,446839.71,2.89,12913.67,2.0
U013,Açougue,2025-05,454915.05,2.55,11600.33,2.0
U013,Açougue,2025-06,389524.67,2.59,10088.69,2.0
U013,Padaria,2023-06,402965.93,8.1,32640.24,2.0
U013,Padaria,2023-07,469916.7,6.76,31766.37,2.0
U013,Padaria,2023-08,473526.86,7.31,34614.81,2.0
U013,Padaria,2023-09,439989.34,7.67,33747.18,2.0
U013,Padaria,2023-10,366214.9,6.08,22265.87,2.0
U013,Padaria,2023-11,457579.96,6.55,29971.49,2.0
U013,Padaria,2023-12,373292.29,5.85,21837.6,2.0
U013,Padaria,2024-01,386556.53,5.18,20023.63,2.0
U013,Padaria,2024-02,364791.71,6.22,22690.04,2.0
U013,Padaria,2024-03,398374.33,5.21,20755.3,2.0
